id,sku,supplier,warehouse,supply_order_id,quantity,received_date,broken_quantity,broken_date,broken_stage
692,TRN-500,Supplier B,TX,692,67,2023-10-31,3,2023-12-24,field
693,HYD-500,Supplier C,TX,693,63,2023-11-13,1,2023-12-13,field
694,FAX-500,Supplier A,FL,694,65,2023-10-27,4,2023-12-22,assembly
695,RAX-500,Supplier D,IL,695,67,2023-11-02,4,2024-02-09,field
696,CAB-500,Supplier E,IL,696,57,2023-11-14,1,2023-12-15,receiving
697,ECU-500,Supplier C,TX,697,69,2023-11-14,1,2023-11-27,receiving
698,TIR-500,Supplier D,IL,698,73,2023-11-22,0,,
699,PTO-500,Supplier C,IL,699,65,2023-11-15,1,2023-12-11,field
700,FUE-500,Supplier A,NY,700,66,2023-11-14,5,2024-03-05,assembly
701,ENG-100,Supplier A,CA,701,90,2023-12-03,3,2024-02-01,receiving
702,TRN-100,Supplier B,CA,702,86,2023-11-26,3,2024-02-28,assembly
703,HYD-100,Supplier A,CA,703,89,2023-12-11,7,2024-04-07,receiving
704,FAX-100,Supplier A,IL,704,90,2023-12-02,6,2024-03-11,field
705,RAX-100,Supplier D,CA,705,88,2023-12-31,7,2024-01-08,field
706,CAB-100,Supplier E,IL,706,87,2023-12-16,6,2023-12-27,receiving
707,ECU-100,Supplier A,FL,707,94,2023-12-14,0,,
708,TIR-100,Supplier D,TX,708,91,2023-11-27,8,2024-02-04,assembly
709,PTO-100,Supplier C,CA,709,82,2023-11-21,5,2023-12-24,field
710,FUE-100,Supplier B,IL,710,96,2023-12-05,6,2024-01-07,field
711,ENG-200,Supplier A,CA,711,104,2023-11-30,5,2024-02-18,assembly
712,TRN-200,Supplier B,FL,712,117,2023-11-29,7,2024-03-14,assembly
713,HYD-200,Supplier A,IL,713,101,2023-12-12,3,2024-01-24,assembly
714,FAX-200,Supplier D,FL,714,99,2023-12-16,0,,
715,RAX-200,Supplier D,IL,715,108,2023-11-21,7,2023-12-25,assembly
716,CAB-200,Supplier E,CA,716,105,2023-12-03,3,2024-03-07,receiving
717,ECU-200,Supplier A,IL,717,102,2023-12-25,7,2024-01-19,receiving
718,TIR-200,Supplier B,FL,718,98,2023-12-07,5,2024-01-10,field
719,PTO-200,Supplier C,NY,719,107,2023-12-05,3,2023-12-14,assembly
720,FUE-200,Supplier A,FL,720,110,2023-12-18,4,2024-02-04,assembly
721,ENG-300,Supplier A,NY,721,84,2023-12-02,3,2024-03-16,field
722,TRN-300,Supplier E,CA,722,85,2023-12-07,2,2024-01-31,field
723,HYD-300,Supplier A,TX,723,81,2023-12-13,2,2024-01-05,assembly
724,FAX-300,Supplier A,FL,724,94,2023-12-14,6,2023-12-21,assembly
725,RAX-300,Supplier B,CA,725,85,2023-11-27,4,2024-03-25,assembly
726,CAB-300,Supplier E,CA,726,82,2023-12-05,7,2024-01-08,assembly
727,ECU-300,Supplier C,CA,727,84,2023-12-09,3,2024-03-28,field
728,TIR-300,Supplier D,NY,728,83,2023-12-23,3,2024-01-22,field
729,PTO-300,Supplier C,FL,729,79,2023-12-04,4,2024-03-27,assembly
730,FUE-300,Supplier A,NY,730,86,2023-12-11,8,2023-12-29,assembly
731,ENG-400,Supplier B,CA,731,113,2023-12-08,6,2024-01-04,receiving
732,TRN-400,Supplier E,CA,732,117,2023-12-15,12,2023-12-15,receiving
733,HYD-400,Supplier E,CA,733,105,2023-12-10,13,2024-01-16,receiving
734,FAX-400,Supplier D,CA,734,124,2023-12-12,7,2024-01-04,assembly
735,RAX-400,Supplier B,NY,735,119,2023-11-25,6,2024-01-10,field
736,CAB-400,Supplier C,TX,736,124,2023-12-07,0,,
737,ECU-400,Supplier A,IL,737,124,2023-12-23,7,2024-04-10,assembly
738,TIR-400,Supplier B,CA,738,118,2023-12-01,4,2024-01-29,receiving
739,PTO-400,Supplier D,IL,739,113,2023-12-17,5,2024-02-10,assembly
740,FUE-400,Supplier B,TX,740,115,2023-11-21,7,2024-02-02,field
741,ENG-500,Supplier B,TX,741,87,2023-11-21,4,2024-02-29,field
742,TRN-500,Supplier E,IL,742,95,2023-11-23,2,2023-12-26,assembly
743,HYD-500,Supplier C,FL,743,108,2023-11-28,2,2023-12-13,field
744,FAX-500,Supplier D,CA,744,93,2023-12-07,3,2024-01-18,field
745,RAX-500,Supplier B,NY,745,95,2023-12-08,3,2024-03-03,receiving
746,CAB-500,Supplier E,NY,746,98,2023-11-20,5,2024-03-10,assembly
747,ECU-500,Supplier C,FL,747,96,2023-12-05,0,,
748,TIR-500,Supplier B,CA,748,104,2023-12-04,5,2024-03-16,assembly
749,PTO-500,Supplier D,TX,749,94,2023-11-27,6,2024-01-20,receiving
750,FUE-500,Supplier B,NY,750,89,2023-11-23,1,2024-02-12,receiving
751,ENG-100,Supplier B,NY,751,105,2024-01-04,6,2024-04-23,receiving
752,TRN-100,Supplier B,IL,752,102,2024-01-02,7,2024-01-11,field
753,HYD-100,Supplier A,FL,753,99,2024-01-05,7,2024-02-09,receiving
754,FAX-100,Supplier D,CA,754,106,2024-01-13,6,2024-03-04,assembly
755,RAX-100,Supplier D,CA,755,96,2023-12-29,5,2024-03-31,field
756,CAB-100,Supplier E,NY,756,103,2024-01-09,2,2024-03-10,assembly
757,ECU-100,Supplier C,IL,757,106,2024-01-02,8,2024-03-03,assembly
758,TIR-100,Supplier B,FL,758,94,2023-12-25,0,,
759,PTO-100,Supplier C,IL,759,101,2024-01-04,5,2024-04-03,receiving
760,FUE-100,Supplier A,FL,760,103,2024-01-07,8,2024-01-11,assembly
761,ENG-200,Supplier A,CA,761,114,2024-01-01,4,2024-04-04,receiving
762,TRN-200,Supplier B,IL,762,110,2024-01-01,5,2024-04-09,assembly
763,HYD-200,Supplier A,TX,763,119,2024-01-20,0,,
764,FAX-200,Supplier D,NY,764,118,2023-12-29,3,2024-03-23,field
765,RAX-200,Supplier B,CA,765,110,2024-01-05,6,2024-04-02,assembly
766,CAB-200,Supplier C,TX,766,120,2024-01-13,1,2024-02-21,assembly
767,ECU-200,Supplier A,FL,767,113,2024-01-08,6,2024-02-26,receiving
768,TIR-200,Supplier B,FL,768,113,2023-12-27,4,2024-01-19,assembly
769,PTO-200,Supplier C,IL,769,116,2024-01-19,2,2024-01-27,receiving
770,FUE-200,Supplier B,FL,770,117,2024-01-13,4,2024-03-13,assembly
771,ENG-300,Supplier A,CA,771,88,2024-01-02,5,2024-01-10,assembly
772,TRN-300,Supplier B,CA,772,83,2024-01-06,3,2024-03-21,assembly
773,HYD-300,Supplier E,CA,773,81,2023-12-20,8,2024-03-19,assembly
774,FAX-300,Supplier A,FL,774,83,2024-01-11,2,2024-01-21,receiving
775,RAX-300,Supplier D,TX,775,86,2024-01-05,3,2024-04-22,assembly
776,CAB-300,Supplier E,NY,776,87,2024-01-10,4,2024-04-20,assembly
777,ECU-300,Supplier C,IL,777,80,2023-12-26,5,2024-03-21,receiving
778,TIR-300,Supplier B,TX,778,78,2024-01-03,5,2024-03-08,receiving
779,PTO-300,Supplier C,IL,779,68,2024-01-05,1,2024-02-17,assembly
780,FUE-300,Supplier E,CA,780,91,2024-01-08,4,2024-01-27,receiving
781,ENG-400,Supplier B,CA,781,96,2024-01-08,9,2024-01-30,receiving
782,TRN-400,Supplier B,FL,782,112,2024-01-06,3,2024-03-12,assembly
783,HYD-400,Supplier C,FL,783,106,2023-12-30,4,2024-02-02,assembly
784,FAX-400,Supplier D,FL,784,110,2024-01-07,6,2024-04-21,receiving
785,RAX-400,Supplier B,IL,785,111,2023-12-27,4,2024-03-31,field
786,CAB-400,Supplier E,IL,786,107,2024-01-03,4,2024-04-11,field
787,ECU-400,Supplier A,IL,787,106,2023-12-28,4,2024-01-23,field
788,TIR-400,Supplier B,TX,788,102,2024-01-08,1,2024-04-29,field
789,PTO-400,Supplier C,TX,789,108,2023-12-30,2,2024-03-26,receiving
790,FUE-400,Supplier E,IL,790,109,2024-01-14,0,,
791,ENG-500,Supplier D,CA,791,110,2023-12-23,7,2024-04-11,receiving
792,TRN-500,Supplier C,IL,792,127,2024-01-04,8,2024-03-03,assembly
793,HYD-500,Supplier A,CA,793,127,2024-01-16,6,2024-04-30,assembly
794,FAX-500,Supplier D,CA,794,120,2024-01-27,5,2024-02-16,field
795,RAX-500,Supplier B,NY,795,120,2024-01-02,6,2024-01-15,field
796,CAB-500,Supplier E,CA,796,120,2024-01-08,4,2024-02-03,assembly
797,ECU-500,Supplier A,NY,797,118,2024-01-02,4,2024-01-28,assembly
798,TIR-500,Supplier B,NY,798,126,2024-01-10,9,2024-02-25,field
799,PTO-500,Supplier C,FL,799,133,2023-12-26,7,2024-01-03,receiving
800,FUE-500,Supplier E,FL,800,109,2023-12-19,4,2024-01-11,assembly
801,ENG-100,Supplier B,CA,801,79,2024-02-01,7,2024-03-09,field
802,TRN-100,Supplier C,CA,802,85,2024-02-06,2,2024-02-24,assembly
803,HYD-100,Supplier C,TX,803,81,2024-02-17,6,2024-04-28,receiving
804,FAX-100,Supplier A,CA,804,82,2024-02-01,2,2024-05-04,receiving
805,RAX-100,Supplier D,CA,805,85,2024-01-24,3,2024-04-08,field
806,CAB-100,Supplier E,IL,806,92,2024-02-07,4,2024-04-18,receiving
807,ECU-100,Supplier A,CA,807,87,2024-01-23,6,2024-02-11,assembly
808,TIR-100,Supplier B,IL,808,83,2024-01-25,6,2024-04-22,receiving
809,PTO-100,Supplier C,IL,809,94,2024-02-06,4,2024-04-02,field
810,FUE-100,Supplier E,FL,810,87,2024-01-19,4,2024-01-30,assembly
811,ENG-200,Supplier A,IL,811,149,2024-01-25,3,2024-05-02,receiving
812,TRN-200,Supplier B,IL,812,152,2024-01-26,9,2024-03-31,assembly
813,HYD-200,Supplier C,FL,813,138,2024-02-12,4,2024-03-01,field
814,FAX-200,Supplier D,IL,814,133,2024-02-04,7,2024-04-23,assembly
815,RAX-200,Supplier D,IL,815,135,2024-01-29,4,2024-05-23,field
816,CAB-200,Supplier E,TX,816,138,2024-02-08,9,2024-04-23,field
817,ECU-200,Supplier A,FL,817,135,2024-02-04,7,2024-04-07,field
818,TIR-200,Supplier B,NY,818,137,2024-01-27,8,2024-02-22,assembly
819,PTO-200,Supplier D,TX,819,131,2024-02-03,7,2024-05-31,assembly
820,FUE-200,Supplier E,CA,820,136,2024-01-29,4,2024-05-19,assembly
821,ENG-300,Supplier B,IL,821,115,2024-01-28,6,2024-04-27,field
822,TRN-300,Supplier B,NY,822,119,2024-01-21,9,2024-05-12,assembly
823,HYD-300,Supplier C,TX,823,107,2024-02-13,10,2024-05-15,receiving
824,FAX-300,Supplier D,NY,824,114,2024-01-29,5,2024-02-08,assembly
825,RAX-300,Supplier D,TX,825,114,2024-02-07,8,2024-02-29,assembly
826,CAB-300,Supplier E,FL,826,117,2024-01-21,6,2024-01-21,field
827,ECU-300,Supplier A,FL,827,122,2024-01-22,6,2024-03-12,receiving
828,TIR-300,Supplier B,IL,828,114,2024-02-01,6,2024-05-21,assembly
829,PTO-300,Supplier C,FL,829,118,2024-02-05,8,2024-05-20,assembly
830,FUE-300,Supplier E,TX,830,104,2024-02-23,7,2024-03-28,assembly
831,ENG-400,Supplier A,FL,831,110,2024-02-12,5,2024-05-10,receiving
832,TRN-400,Supplier B,NY,832,114,2024-02-12,9,2024-03-25,receiving
833,HYD-400,Supplier E,FL,833,112,2024-01-23,21,2024-04-05,receiving
834,FAX-400,Supplier D,NY,834,111,2024-02-02,4,2024-04-04,field
835,RAX-400,Supplier D,CA,835,114,2024-02-02,8,2024-03-02,assembly
836,CAB-400,Supplier C,TX,836,118,2024-02-04,7,2024-04-02,receiving
837,ECU-400,Supplier A,NY,837,106,2024-02-02,6,2024-03-14,assembly
838,TIR-400,Supplier D,FL,838,105,2024-01-29,6,2024-03-27,receiving
839,PTO-400,Supplier C,IL,839,111,2024-02-03,8,2024-03-13,assembly
840,FUE-400,Supplier A,CA,840,126,2024-02-13,9,2024-06-03,assembly
841,ENG-500,Supplier A,FL,841,123,2024-02-13,7,2024-04-10,assembly
842,TRN-500,Supplier E,TX,842,117,2024-02-11,8,2024-05-03,assembly
843,HYD-500,Supplier C,NY,843,129,2024-02-03,9,2024-05-26,assembly
844,FAX-500,Supplier A,FL,844,125,2024-02-06,7,2024-04-29,assembly
845,RAX-500,Supplier B,NY,845,133,2024-01-19,9,2024-04-12,field
846,CAB-500,Supplier E,TX,846,122,2024-02-07,10,2024-04-26,assembly
847,ECU-500,Supplier A,TX,847,119,2024-02-08,7,2024-05-01,receiving
848,TIR-500,Supplier B,CA,848,136,2024-02-09,13,2024-03-19,field
849,PTO-500,Supplier D,IL,849,129,2024-01-30,8,2024-02-17,receiving
850,FUE-500,Supplier B,CA,850,128,2024-02-10,7,2024-03-14,receiving
851,ENG-100,Supplier A,IL,851,136,2024-03-18,9,2024-05-10,assembly
852,TRN-100,Supplier E,IL,852,143,2024-03-16,8,2024-05-31,receiving
853,HYD-100,Supplier E,IL,853,147,2024-03-04,19,2024-06-21,field
854,FAX-100,Supplier A,IL,854,134,2024-03-11,6,2024-03-13,receiving
855,RAX-100,Supplier D,FL,855,125,2024-03-06,9,2024-03-22,assembly
856,CAB-100,Supplier C,IL,856,139,2024-03-17,4,2024-04-01,assembly
857,ECU-100,Supplier C,TX,857,152,2024-02-23,3,2024-02-25,assembly
858,TIR-100,Supplier B,NY,858,145,2024-03-06,3,2024-04-09,assembly
859,PTO-100,Supplier C,IL,859,138,2024-03-17,9,2024-04-14,assembly
860,FUE-100,Supplier E,IL,860,174,2024-02-19,12,2024-03-20,assembly
861,ENG-200,Supplier B,IL,861,145,2024-03-02,11,2024-04-17,assembly
862,TRN-200,Supplier C,FL,862,174,2024-03-11,6,2024-06-11,field
863,HYD-200,Supplier C,NY,863,155,2024-03-15,8,2024-06-12,field
864,FAX-200,Supplier D,FL,864,162,2024-02-28,9,2024-05-23,receiving
865,RAX-200,Supplier B,CA,865,162,2024-03-04,7,2024-06-07,assembly
866,CAB-200,Supplier E,TX,866,158,2024-03-02,8,2024-04-11,field
867,ECU-200,Supplier C,IL,867,158,2024-03-10,4,2024-06-02,field
868,TIR-200,Supplier B,IL,868,150,2024-03-07,5,2024-06-28,assembly
869,PTO-200,Supplier C,CA,869,155,2024-03-07,8,2024-05-02,receiving
870,FUE-200,Supplier A,FL,870,145,2024-03-21,6,2024-05-19,field
871,ENG-300,Supplier A,FL,871,169,2024-03-09,10,2024-05-06,assembly
872,TRN-300,Supplier B,CA,872,193,2024-03-01,5,2024-05-20,assembly
873,HYD-300,Supplier C,CA,873,179,2024-02-29,9,2024-03-23,field
874,FAX-300,Supplier A,CA,874,190,2024-02-26,10,2024-03-18,field
875,RAX-300,Supplier D,NY,875,166,2024-03-08,6,2024-04-05,receiving
876,CAB-300,Supplier E,FL,876,201,2024-03-05,8,2024-05-06,field
877,ECU-300,Supplier C,FL,877,181,2024-02-24,12,2024-04-22,receiving
878,TIR-300,Supplier B,CA,878,191,2024-02-23,15,2024-06-09,receiving
879,PTO-300,Supplier C,CA,879,182,2024-03-10,7,2024-03-21,assembly
880,FUE-300,Supplier E,NY,880,190,2024-03-02,7,2024-04-20,field
881,ENG-400,Supplier A,NY,881,159,2024-02-25,7,2024-04-14,receiving
882,TRN-400,Supplier B,TX,882,151,2024-03-05,18,2024-04-27,receiving
883,HYD-400,Supplier C,CA,883,146,2024-02-24,6,2024-05-08,field
884,FAX-400,Supplier D,IL,884,177,2024-02-19,7,2024-05-03,receiving
885,RAX-400,Supplier D,CA,885,149,2024-02-21,7,2024-03-19,assembly
886,CAB-400,Supplier C,TX,886,145,2024-02-17,7,2024-04-25,assembly
887,ECU-400,Supplier C,NY,887,170,2024-03-05,14,2024-04-14,receiving
888,TIR-400,Supplier D,TX,888,151,2024-03-02,7,2024-03-18,receiving
889,PTO-400,Supplier D,CA,889,141,2024-03-07,5,2024-06-26,receiving
890,FUE-400,Supplier E,IL,890,156,2024-03-18,11,2024-05-28,receiving
891,ENG-500,Supplier A,NY,891,190,2024-03-03,10,2024-06-19,field
892,TRN-500,Supplier B,TX,892,192,2024-02-22,9,2024-06-06,receiving
893,HYD-500,Supplier C,FL,893,190,2024-03-07,12,2024-05-05,field
894,FAX-500,Supplier D,NY,894,191,2024-02-22,13,2024-02-26,assembly
895,RAX-500,Supplier B,TX,895,201,2024-03-05,9,2024-06-18,field
896,CAB-500,Supplier C,FL,896,179,2024-03-17,2,2024-06-19,field
897,ECU-500,Supplier A,IL,897,194,2024-02-24,14,2024-05-26,assembly
898,TIR-500,Supplier D,FL,898,192,2024-03-11,12,2024-06-08,receiving
899,PTO-500,Supplier C,IL,899,200,2024-03-18,7,2024-03-22,receiving
900,FUE-500,Supplier A,NY,900,197,2024-03-05,12,2024-03-16,receiving
901,ENG-100,Supplier D,IL,901,196,2024-04-13,6,2024-06-15,assembly
902,TRN-100,Supplier E,NY,902,201,2024-04-14,6,2024-08-07,field
903,HYD-100,Supplier E,TX,903,189,2024-03-31,30,2024-04-24,receiving
904,FAX-100,Supplier D,CA,904,203,2024-04-13,7,2024-06-05,field
905,RAX-100,Supplier D,NY,905,188,2024-04-14,5,2024-07-05,assembly
906,CAB-100,Supplier C,IL,906,200,2024-04-10,6,2024-07-08,assembly
907,ECU-100,Supplier C,NY,907,215,2024-03-19,8,2024-06-27,field
908,TIR-100,Supplier B,CA,908,212,2024-03-22,8,2024-05-22,receiving
909,PTO-100,Supplier D,IL,909,183,2024-04-07,5,2024-04-17,assembly
910,FUE-100,Supplier A,NY,910,196,2024-04-06,9,2024-06-27,assembly
911,ENG-200,Supplier A,IL,911,179,2024-03-29,7,2024-05-13,receiving
912,TRN-200,Supplier B,NY,912,178,2024-03-26,13,2024-05-22,assembly
913,HYD-200,Supplier E,CA,913,181,2024-04-02,27,2024-06-09,receiving
914,FAX-200,Supplier D,NY,914,192,2024-04-08,13,2024-08-01,assembly
915,RAX-200,Supplier B,IL,915,186,2024-03-30,10,2024-05-31,field
916,CAB-200,Supplier C,CA,916,188,2024-03-27,9,2024-04-16,assembly
917,ECU-200,Supplier A,FL,917,178,2024-04-16,9,2024-07-15,field
918,TIR-200,Supplier B,TX,918,184,2024-04-07,10,2024-06-14,assembly
919,PTO-200,Supplier D,CA,919,165,2024-04-08,5,2024-06-01,receiving
920,FUE-200,Supplier E,IL,920,188,2024-03-26,9,2024-04-03,assembly
921,ENG-300,Supplier A,TX,921,163,2024-04-05,6,2024-07-02,assembly
922,TRN-300,Supplier B,IL,922,150,2024-03-30,9,2024-07-06,field
923,HYD-300,Supplier E,NY,923,163,2024-04-02,12,2024-06-24,field
924,FAX-300,Supplier D,TX,924,168,2024-04-13,10,2024-06-13,assembly
925,RAX-300,Supplier B,TX,925,152,2024-03-24,2,2024-06-25,receiving
926,CAB-300,Supplier E,IL,926,152,2024-04-12,3,2024-06-26,assembly
927,ECU-300,Supplier C,TX,927,158,2024-04-07,12,2024-07-14,assembly
928,TIR-300,Supplier D,NY,928,156,2024-04-16,7,2024-05-16,receiving
929,PTO-300,Supplier C,IL,929,144,2024-04-13,6,2024-07-01,receiving
930,FUE-300,Supplier E,IL,930,152,2024-04-17,5,2024-07-14,assembly
931,ENG-400,Supplier B,FL,931,210,2024-03-31,11,2024-06-30,field
932,TRN-400,Supplier E,TX,932,207,2024-04-03,24,2024-04-06,field
933,HYD-400,Supplier E,IL,933,203,2024-03-20,34,2024-06-09,assembly
934,FAX-400,Supplier A,CA,934,200,2024-04-08,12,2024-04-17,field
935,RAX-400,Supplier D,NY,935,210,2024-03-25,10,2024-06-05,field
936,CAB-400,Supplier C,CA,936,190,2024-04-15,3,2024-06-06,receiving
937,ECU-400,Supplier E,CA,937,204,2024-03-25,17,2024-05-04,assembly
938,TIR-400,Supplier B,CA,938,188,2024-04-05,10,2024-04-17,receiving
939,PTO-400,Supplier C,IL,939,216,2024-03-21,12,2024-04-03,receiving
940,FUE-400,Supplier E,IL,940,231,2024-04-17,6,2024-05-29,field
941,ENG-500,Supplier A,FL,941,175,2024-04-10,11,2024-07-20,field
942,TRN-500,Supplier E,IL,942,169,2024-04-06,15,2024-07-21,assembly
943,HYD-500,Supplier A,CA,943,187,2024-03-27,10,2024-06-22,assembly
944,FAX-500,Supplier A,TX,944,184,2024-03-24,12,2024-06-30,receiving
945,RAX-500,Supplier B,TX,945,170,2024-04-03,8,2024-06-02,receiving
946,CAB-500,Supplier E,IL,946,168,2024-03-31,10,2024-05-02,receiving
947,ECU-500,Supplier A,IL,947,192,2024-04-07,10,2024-06-07,assembly
948,TIR-500,Supplier D,CA,948,183,2024-04-03,12,2024-06-14,assembly
949,PTO-500,Supplier C,IL,949,185,2024-04-13,12,2024-08-09,receiving
950,FUE-500,Supplier E,NY,950,193,2024-04-14,10,2024-05-03,receiving
951,ENG-100,Supplier B,FL,951,159,2024-05-05,10,2024-08-24,assembly
952,TRN-100,Supplier B,CA,952,137,2024-04-26,7,2024-07-23,receiving
953,HYD-100,Supplier A,NY,953,166,2024-05-07,15,2024-05-23,assembly
954,FAX-100,Supplier D,TX,954,149,2024-05-11,4,2024-07-15,assembly
955,RAX-100,Supplier D,FL,955,145,2024-05-12,12,2024-07-17,assembly
956,CAB-100,Supplier E,NY,956,157,2024-05-16,10,2024-06-18,assembly
957,ECU-100,Supplier C,IL,957,152,2024-05-11,12,2024-08-28,assembly
958,TIR-100,Supplier B,CA,958,149,2024-05-02,10,2024-06-07,receiving
959,PTO-100,Supplier C,FL,959,155,2024-05-01,3,2024-08-17,field
960,FUE-100,Supplier E,CA,960,169,2024-05-11,10,2024-06-28,field
961,ENG-200,Supplier B,CA,961,141,2024-05-02,7,2024-05-13,field
962,TRN-200,Supplier B,IL,962,124,2024-05-03,9,2024-05-06,assembly
963,HYD-200,Supplier E,CA,963,135,2024-04-23,11,2024-07-22,assembly
964,FAX-200,Supplier A,IL,964,129,2024-05-09,9,2024-08-29,receiving
965,RAX-200,Supplier B,FL,965,144,2024-04-22,6,2024-05-20,receiving
966,CAB-200,Supplier C,CA,966,137,2024-05-23,15,2024-09-09,receiving
967,ECU-200,Supplier C,TX,967,140,2024-04-25,3,2024-08-22,field
968,TIR-200,Supplier B,NY,968,142,2024-04-25,5,2024-06-01,assembly
969,PTO-200,Supplier C,CA,969,134,2024-05-08,11,2024-06-21,assembly
970,FUE-200,Supplier A,NY,970,151,2024-05-14,6,2024-09-10,field
971,ENG-300,Supplier B,TX,971,198,2024-05-10,16,2024-06-27,receiving
972,TRN-300,Supplier B,CA,972,188,2024-05-10,7,2024-09-06,assembly
973,HYD-300,Supplier C,TX,973,190,2024-04-22,9,2024-05-13,field
974,FAX-300,Supplier D,CA,974,193,2024-05-13,6,2024-06-09,assembly
975,RAX-300,Supplier D,IL,975,206,2024-05-11,16,2024-07-17,assembly
976,CAB-300,Supplier C,IL,976,204,2024-05-02,9,2024-07-08,assembly
977,ECU-300,Supplier A,IL,977,189,2024-05-06,8,2024-05-26,field
978,TIR-300,Supplier D,FL,978,204,2024-04-21,7,2024-04-21,receiving
979,PTO-300,Supplier C,FL,979,219,2024-04-19,11,2024-05-24,field
980,FUE-300,Supplier B,NY,980,172,2024-04-24,6,2024-05-23,field
981,ENG-400,Supplier A,TX,981,213,2024-05-16,10,2024-07-29,receiving
982,TRN-400,Supplier B,NY,982,217,2024-05-10,21,2024-07-08,assembly
983,HYD-400,Supplier A,NY,983,215,2024-05-17,14,2024-07-11,field
984,FAX-400,Supplier A,NY,984,229,2024-05-14,7,2024-08-24,field
985,RAX-400,Supplier B,CA,985,198,2024-05-02,1,2024-07-04,assembly
986,CAB-400,Supplier C,CA,986,228,2024-04-23,17,2024-06-12,field
987,ECU-400,Supplier A,FL,987,213,2024-05-06,8,2024-08-31,assembly
988,TIR-400,Supplier B,FL,988,204,2024-05-07,5,2024-08-26,field
989,PTO-400,Supplier D,CA,989,185,2024-05-07,9,2024-06-26,assembly
990,FUE-400,Supplier E,TX,990,230,2024-05-05,10,2024-06-13,field
991,ENG-500,Supplier A,FL,991,150,2024-05-05,0,,
992,TRN-500,Supplier B,NY,992,144,2024-05-01,9,2024-06-26,field
993,HYD-500,Supplier E,IL,993,146,2024-04-26,19,2024-08-18,field
994,FAX-500,Supplier A,FL,994,142,2024-04-24,7,2024-08-12,field
995,RAX-500,Supplier D,NY,995,142,2024-05-03,4,2024-06-24,receiving
996,CAB-500,Supplier C,FL,996,141,2024-04-20,7,2024-06-25,assembly
997,ECU-500,Supplier E,NY,997,132,2024-05-14,9,2024-07-19,assembly
998,TIR-500,Supplier B,NY,998,149,2024-05-10,7,2024-08-09,assembly
999,PTO-500,Supplier D,IL,999,135,2024-05-13,5,2024-07-27,receiving
1000,FUE-500,Supplier E,FL,1000,135,2024-04-21,5,2024-05-06,field
1001,ENG-100,Supplier A,TX,1001,88,2024-06-20,8,2024-09-21,field
1002,TRN-100,Supplier B,CA,1002,85,2024-06-04,5,2024-06-04,field
1003,HYD-100,Supplier C,TX,1003,92,2024-05-24,3,2024-09-19,assembly
1004,FAX-100,Supplier D,CA,1004,96,2024-06-18,7,2024-07-31,assembly
1005,RAX-100,Supplier D,CA,1005,92,2024-06-18,5,2024-07-21,receiving
1006,CAB-100,Supplier C,FL,1006,85,2024-05-27,5,2024-07-15,field
1007,ECU-100,Supplier A,IL,1007,84,2024-06-12,8,2024-08-12,receiving
1008,TIR-100,Supplier B,IL,1008,95,2024-05-28,8,2024-07-25,field
1009,PTO-100,Supplier C,IL,1009,88,2024-05-24,6,2024-07-19,assembly
1010,FUE-100,Supplier B,TX,1010,92,2024-05-29,4,2024-09-15,assembly
1011,ENG-200,Supplier A,TX,1011,117,2024-06-06,6,2024-08-19,field
1012,TRN-200,Supplier C,IL,1012,136,2024-06-18,10,2024-06-21,field
1013,HYD-200,Supplier C,CA,1013,116,2024-06-14,7,2024-08-08,assembly
1014,FAX-200,Supplier A,TX,1014,125,2024-06-08,7,2024-08-20,assembly
1015,RAX-200,Supplier D,CA,1015,126,2024-06-03,7,2024-07-28,field
1016,CAB-200,Supplier E,NY,1016,115,2024-06-03,6,2024-09-19,field
1017,ECU-200,Supplier A,TX,1017,117,2024-06-15,11,2024-07-15,assembly
1018,TIR-200,Supplier B,TX,1018,107,2024-05-31,8,2024-06-17,assembly
1019,PTO-200,Supplier C,FL,1019,110,2024-06-10,7,2024-09-26,assembly
1020,FUE-200,Supplier E,IL,1020,109,2024-06-21,5,2024-06-30,assembly
1021,ENG-300,Supplier B,CA,1021,123,2024-05-25,7,2024-06-13,assembly
1022,TRN-300,Supplier C,TX,1022,119,2024-06-03,11,2024-08-09,field
1023,HYD-300,Supplier C,CA,1023,107,2024-06-07,9,2024-09-05,field
1024,FAX-300,Supplier D,CA,1024,113,2024-06-16,9,2024-09-25,assembly
1025,RAX-300,Supplier D,FL,1025,113,2024-06-22,6,2024-08-06,field
1026,CAB-300,Supplier C,TX,1026,115,2024-05-31,7,2024-06-07,assembly
1027,ECU-300,Supplier A,FL,1027,117,2024-05-31,7,2024-08-21,field
1028,TIR-300,Supplier D,FL,1028,117,2024-06-12,6,2024-07-27,field
1029,PTO-300,Supplier C,TX,1029,116,2024-06-05,5,2024-09-07,assembly
1030,FUE-300,Supplier E,NY,1030,101,2024-06-01,6,2024-07-18,assembly
1031,ENG-400,Supplier B,IL,1031,82,2024-05-27,5,2024-07-27,assembly
1032,TRN-400,Supplier C,NY,1032,97,2024-05-30,8,2024-08-11,receiving
1033,HYD-400,Supplier C,TX,1033,84,2024-06-24,4,2024-08-06,field
1034,FAX-400,Supplier D,IL,1034,88,2024-05-25,5,2024-06-26,receiving
1035,RAX-400,Supplier B,NY,1035,80,2024-06-02,1,2024-09-10,field
1036,CAB-400,Supplier E,NY,1036,89,2024-05-27,4,2024-07-14,assembly
