id,sku,supplier,warehouse,quantity,unit_price,date_ordered,promised_date,fulfilled_date,status
1253,HYD-100,Supplier C,TX,133,970.2,2024-09-28,2024-10-19,2024-10-29,fulfilled
1254,FAX-100,Supplier A,TX,130,1120,2024-09-22,2024-10-20,2024-11-06,fulfilled
1255,RAX-100,Supplier D,IL,115,1330,2024-10-02,2024-10-27,2024-11-03,fulfilled
1256,CAB-100,Supplier E,FL,114,1901.2,2024-09-22,2024-10-20,2024-10-27,fulfilled
1257,ECU-100,Supplier C,IL,113,415.8,2024-10-06,2024-10-27,2024-11-11,fulfilled
1258,TIR-100,Supplier B,FL,116,749,2024-10-13,2024-10-27,2024-11-03,fulfilled
1259,PTO-100,Supplier C,IL,114,554.4,2024-09-27,2024-10-18,2024-10-23,fulfilled
1260,FUE-100,Supplier E,CA,103,325.92,2024-10-05,2024-10-21,2024-10-23,fulfilled
1261,ENG-200,Supplier A,TX,93,9280,2024-09-21,2024-10-26,2024-11-13,fulfilled
1262,TRN-200,Supplier C,TX,87,5742,2024-09-18,2024-10-21,2024-11-16,fulfilled
1263,HYD-200,Supplier C,CA,87,2009.7,2024-09-27,2024-10-18,2024-11-13,fulfilled
1264,FAX-200,Supplier A,CA,93,2320,2024-09-27,2024-10-25,2024-10-28,fulfilled
1265,RAX-200,Supplier B,IL,91,3103,2024-09-28,2024-10-26,2024-11-11,fulfilled
1266,CAB-200,Supplier E,NY,94,3938.2,2024-09-22,2024-10-20,2024-11-14,fulfilled
1267,ECU-200,Supplier C,IL,91,861.3,2024-09-26,2024-10-17,2024-11-12,fulfilled
1268,TIR-200,Supplier D,NY,89,1377.5,2024-10-02,2024-10-19,2024-10-19,fulfilled
1269,PTO-200,Supplier C,CA,89,1148.4,2024-10-01,2024-10-22,2024-10-30,fulfilled
1270,FUE-200,Supplier E,CA,98,675.12,2024-10-05,2024-10-21,2024-11-10,fulfilled
1271,ENG-300,Supplier B,IL,77,24824,2024-09-16,2024-10-24,2024-11-03,fulfilled
1272,TRN-300,Supplier C,FL,87,14355,2024-09-22,2024-10-25,2024-11-13,fulfilled
1273,HYD-300,Supplier C,TX,88,5024.25,2024-10-06,2024-10-27,2024-11-12,fulfilled
1274,FAX-300,Supplier A,IL,87,5800,2024-09-24,2024-10-22,2024-10-24,fulfilled
1275,RAX-300,Supplier D,IL,86,6887.5,2024-09-29,2024-10-24,2024-11-19,fulfilled
1276,CAB-300,Supplier E,NY,91,9845.5,2024-09-27,2024-10-25,2024-11-07,fulfilled
1277,ECU-300,Supplier A,IL,91,2175,2024-10-03,2024-10-21,2024-10-27,fulfilled
1278,TIR-300,Supplier B,CA,88,3878.75,2024-10-03,2024-10-17,2024-10-24,fulfilled
1279,PTO-300,Supplier C,FL,79,2871,2024-10-03,2024-10-24,2024-11-01,fulfilled
1280,FUE-300,Supplier E,TX,84,1687.8,2024-10-02,2024-10-18,2024-11-03,fulfilled
1281,ENG-400,Supplier A,CA,106,42400,2024-09-18,2024-10-23,2024-11-12,fulfilled
1282,TRN-400,Supplier B,FL,98,28355,2024-09-21,2024-10-21,2024-11-03,fulfilled
1283,HYD-400,Supplier A,IL,102,9275,2024-09-30,2024-10-27,2024-11-23,fulfilled
1284,FAX-400,Supplier A,TX,100,10600,2024-09-28,2024-10-26,2024-11-07,fulfilled
1285,RAX-400,Supplier B,FL,99,14177.5,2024-09-20,2024-10-18,2024-10-28,fulfilled
1286,CAB-400,Supplier E,IL,99,17993.5,2024-09-21,2024-10-19,2024-11-05,fulfilled
1287,ECU-400,Supplier C,FL,106,3935.25,2024-09-26,2024-10-17,2024-11-09,fulfilled
1288,TIR-400,Supplier B,FL,94,7088.75,2024-10-04,2024-10-18,2024-10-27,fulfilled
1289,PTO-400,Supplier D,TX,108,5035,2024-09-24,2024-10-18,2024-11-03,fulfilled
1290,FUE-400,Supplier A,TX,98,3180,2024-10-04,2024-10-23,2024-10-24,fulfilled
1291,ENG-500,Supplier A,CA,130,76800,2024-09-21,2024-10-26,2024-10-28,fulfilled
1292,TRN-500,Supplier E,IL,140,46560,2024-09-19,2024-10-25,2024-11-05,fulfilled
1293,HYD-500,Supplier C,NY,123,16632,2024-09-28,2024-10-19,2024-11-11,fulfilled
1294,FAX-500,Supplier D,FL,140,18240,2024-09-30,2024-10-25,2024-10-25,fulfilled
1295,RAX-500,Supplier D,CA,128,22800,2024-10-01,2024-10-26,2024-11-08,fulfilled
1296,CAB-500,Supplier E,TX,122,32592,2024-09-29,2024-10-27,2024-11-13,fulfilled
1297,ECU-500,Supplier A,CA,118,7200,2024-10-01,2024-10-19,2024-11-05,fulfilled
1298,TIR-500,Supplier B,NY,118,12840,2024-10-13,2024-10-27,2024-11-03,fulfilled
1299,PTO-500,Supplier C,TX,125,9504,2024-10-04,2024-10-25,2024-11-03,fulfilled
1300,FUE-500,Supplier E,TX,123,5587.2,2024-10-07,2024-10-23,2024-11-15,fulfilled
1301,ENG-100,Supplier D,FL,118,4256,2024-10-13,2024-11-23,2024-12-15,fulfilled
1302,TRN-100,Supplier C,FL,118,2772,2024-10-22,2024-11-24,2024-12-11,fulfilled
1303,HYD-100,Supplier E,FL,114,950.6,2024-10-27,2024-11-20,2024-12-09,fulfilled
1304,FAX-100,Supplier D,TX,113,1064,2024-11-01,2024-11-26,2024-12-11,fulfilled
1305,RAX-100,Supplier D,IL,120,1330,2024-10-30,2024-11-24,2024-12-19,fulfilled
1306,CAB-100,Supplier C,CA,119,1940.4,2024-10-26,2024-11-26,2024-12-08,fulfilled
1307,ECU-100,Supplier E,FL,119,407.4,2024-10-26,2024-11-19,2024-11-30,fulfilled
1308,TIR-100,Supplier D,TX,115,665,2024-11-06,2024-11-23,2024-12-15,fulfilled
1309,PTO-100,Supplier D,NY,114,532,2024-11-02,2024-11-26,2024-12-07,fulfilled
1310,FUE-100,Supplier E,IL,127,325.92,2024-11-03,2024-11-19,2024-12-01,fulfilled
1311,ENG-200,Supplier B,TX,135,9929.6,2024-10-14,2024-11-21,2024-11-30,fulfilled
1312,TRN-200,Supplier B,CA,153,6206,2024-10-25,2024-11-24,2024-12-01,fulfilled
1313,HYD-200,Supplier C,NY,155,2009.7,2024-10-29,2024-11-19,2024-12-12,fulfilled
1314,FAX-200,Supplier A,TX,156,2320,2024-10-29,2024-11-26,2024-12-21,fulfilled
1315,RAX-200,Supplier B,NY,163,3103,2024-10-26,2024-11-23,2024-12-06,fulfilled
1316,CAB-200,Supplier E,CA,164,3938.2,2024-10-23,2024-11-20,2024-12-09,fulfilled
1317,ECU-200,Supplier A,NY,168,870,2024-10-29,2024-11-16,2024-12-02,fulfilled
1318,TIR-200,Supplier B,TX,138,1551.5,2024-11-05,2024-11-19,2024-11-29,fulfilled
1319,PTO-200,Supplier C,IL,144,1148.4,2024-11-01,2024-11-22,2024-12-15,fulfilled
1320,FUE-200,Supplier E,FL,159,675.12,2024-11-03,2024-11-19,2024-11-30,fulfilled
1321,ENG-300,Supplier B,CA,121,24824,2024-10-19,2024-11-26,2024-12-12,fulfilled
1322,TRN-300,Supplier B,CA,132,15515,2024-10-17,2024-11-16,2024-12-03,fulfilled
1323,HYD-300,Supplier E,FL,117,4922.75,2024-10-26,2024-11-19,2024-11-21,fulfilled
1324,FAX-300,Supplier A,TX,125,5800,2024-10-25,2024-11-22,2024-12-15,fulfilled
1325,RAX-300,Supplier B,NY,120,7757.5,2024-10-29,2024-11-26,2024-12-08,fulfilled
1326,CAB-300,Supplier E,CA,116,9845.5,2024-10-21,2024-11-18,2024-11-26,fulfilled
1327,ECU-300,Supplier C,TX,137,2153.25,2024-11-05,2024-11-26,2024-12-10,fulfilled
1328,TIR-300,Supplier B,TX,118,3878.75,2024-11-07,2024-11-21,2024-11-27,fulfilled
1329,PTO-300,Supplier C,TX,117,2871,2024-11-04,2024-11-25,2024-12-18,fulfilled
1330,FUE-300,Supplier E,TX,112,1687.8,2024-11-08,2024-11-24,2024-12-11,fulfilled
1331,ENG-400,Supplier D,NY,105,40280,2024-10-10,2024-11-20,2024-12-11,fulfilled
1332,TRN-400,Supplier B,NY,102,28355,2024-10-20,2024-11-19,2024-11-19,fulfilled
1333,HYD-400,Supplier A,TX,98,9275,2024-10-25,2024-11-21,2024-12-07,fulfilled
1334,FAX-400,Supplier D,IL,107,10070,2024-10-22,2024-11-16,2024-12-03,fulfilled
1335,RAX-400,Supplier D,TX,109,12587.5,2024-11-01,2024-11-26,2024-12-24,fulfilled
1336,CAB-400,Supplier C,TX,111,18364.5,2024-10-22,2024-11-22,2024-12-11,fulfilled
1337,ECU-400,Supplier C,TX,97,3935.25,2024-11-03,2024-11-24,2024-12-08,fulfilled
1338,TIR-400,Supplier B,IL,103,7088.75,2024-11-02,2024-11-16,2024-11-21,fulfilled
1339,PTO-400,Supplier C,TX,115,5247,2024-10-29,2024-11-19,2024-11-19,fulfilled
1340,FUE-400,Supplier E,CA,111,3084.6,2024-11-05,2024-11-21,2024-12-03,fulfilled
1341,ENG-500,Supplier D,IL,86,72960,2024-10-07,2024-11-17,2024-11-23,fulfilled
1342,TRN-500,Supplier C,NY,74,47520,2024-10-17,2024-11-19,2024-12-02,fulfilled
1343,HYD-500,Supplier E,IL,81,16296,2024-10-23,2024-11-16,2024-11-22,fulfilled
1344,FAX-500,Supplier A,NY,87,19200,2024-10-24,2024-11-21,2024-11-22,fulfilled
1345,RAX-500,Supplier D,IL,75,22800,2024-10-31,2024-11-25,2024-12-29,fulfilled
1346,CAB-500,Supplier C,TX,77,33264,2024-10-25,2024-11-25,2024-12-20,fulfilled
1347,ECU-500,Supplier E,TX,84,6984,2024-10-23,2024-11-16,2024-12-13,fulfilled
1348,TIR-500,Supplier D,FL,74,11400,2024-11-09,2024-11-26,2024-12-11,fulfilled
1349,PTO-500,Supplier C,NY,84,9504,2024-10-29,2024-11-19,2024-12-09,fulfilled
1350,FUE-500,Supplier E,NY,85,5587.2,2024-11-04,2024-11-20,2024-12-07,fulfilled
1351,ENG-100,Supplier B,CA,117,4793.6,2024-11-09,2024-12-17,2024-12-24,fulfilled
1352,TRN-100,Supplier B,IL,131,2996,2024-11-26,2024-12-26,2024-12-31,fulfilled
1353,HYD-100,Supplier C,NY,110,970.2,2024-12-01,2024-12-22,2025-01-17,fulfilled
1354,FAX-100,Supplier A,NY,116,1120,2024-11-26,2024-12-24,2024-12-24,fulfilled
1355,RAX-100,Supplier D,FL,109,1330,2024-11-25,2024-12-20,2025-01-11,fulfilled
1356,CAB-100,Supplier E,FL,119,1901.2,2024-11-19,2024-12-17,2024-12-24,fulfilled
1357,ECU-100,Supplier A,FL,116,420,2024-12-05,2024-12-23,2024-12-26,fulfilled
1358,TIR-100,Supplier B,NY,131,749,2024-12-04,2024-12-18,2024-12-19,fulfilled
1359,PTO-100,Supplier C,CA,122,554.4,2024-12-04,2024-12-25,2025-01-08,fulfilled
1360,FUE-100,Supplier E,IL,122,325.92,2024-12-07,2024-12-23,2024-12-25,fulfilled
1361,ENG-200,Supplier B,CA,97,9929.6,2024-11-13,2024-12-21,2024-12-30,fulfilled
1362,TRN-200,Supplier B,NY,90,6206,2024-11-18,2024-12-18,2024-12-23,fulfilled
1363,HYD-200,Supplier A,TX,104,2030,2024-11-29,2024-12-26,2025-01-11,fulfilled
1364,FAX-200,Supplier D,NY,101,2204,2024-12-02,2024-12-27,2025-01-10,fulfilled
1365,RAX-200,Supplier B,CA,93,3103,2024-11-27,2024-12-25,2025-01-08,fulfilled
1366,CAB-200,Supplier C,IL,95,4019.4,2024-11-25,2024-12-26,2025-01-06,fulfilled
1367,ECU-200,Supplier C,TX,88,861.3,2024-12-01,2024-12-22,2025-01-07,fulfilled
1368,TIR-200,Supplier D,CA,99,1377.5,2024-12-04,2024-12-21,2025-01-26,fulfilled
1369,PTO-200,Supplier D,TX,96,1102,2024-12-03,2024-12-27,2025-01-07,fulfilled
1370,FUE-200,Supplier E,NY,99,675.12,2024-12-09,2024-12-25,2025-01-03,fulfilled
1371,ENG-300,Supplier A,TX,109,23200,2024-11-21,2024-12-26,2025-01-19,fulfilled
1372,TRN-300,Supplier B,NY,102,15515,2024-11-18,2024-12-18,2024-12-31,fulfilled
1373,HYD-300,Supplier C,IL,112,5024.25,2024-11-30,2024-12-21,2025-01-08,fulfilled
1374,FAX-300,Supplier D,NY,111,5510,2024-12-01,2024-12-26,2025-01-08,fulfilled
1375,RAX-300,Supplier B,FL,115,7757.5,2024-11-19,2024-12-17,2025-01-02,fulfilled
1376,CAB-300,Supplier E,TX,112,9845.5,2024-11-24,2024-12-22,2025-01-12,fulfilled
1377,ECU-300,Supplier C,IL,125,2153.25,2024-12-06,2024-12-27,2025-01-15,fulfilled
1378,TIR-300,Supplier D,NY,105,3443.75,2024-12-05,2024-12-22,2024-12-26,fulfilled
1379,PTO-300,Supplier D,TX,110,2755,2024-11-27,2024-12-21,2024-12-24,fulfilled
1380,FUE-300,Supplier E,CA,123,1687.8,2024-12-07,2024-12-23,2025-01-15,fulfilled
1381,ENG-400,Supplier D,TX,128,40280,2024-11-07,2024-12-18,2024-12-18,fulfilled
1382,TRN-400,Supplier C,NY,157,26235,2024-11-16,2024-12-19,2024-12-29,fulfilled
1383,HYD-400,Supplier E,CA,139,8996.75,2024-11-29,2024-12-23,2025-01-06,fulfilled
1384,FAX-400,Supplier D,NY,143,10070,2024-11-28,2024-12-23,2025-01-30,fulfilled
1385,RAX-400,Supplier D,NY,144,12587.5,2024-11-22,2024-12-17,2024-12-25,fulfilled
1386,CAB-400,Supplier C,NY,146,18364.5,2024-11-18,2024-12-19,2024-12-19,fulfilled
1387,ECU-400,Supplier A,FL,136,3975,2024-11-30,2024-12-18,2024-12-22,fulfilled
1388,TIR-400,Supplier D,CA,161,6293.75,2024-12-02,2024-12-19,2025-01-24,fulfilled
1389,PTO-400,Supplier D,FL,142,5035,2024-11-28,2024-12-22,2024-12-30,fulfilled
1390,FUE-400,Supplier E,NY,149,3084.6,2024-12-04,2024-12-20,2025-01-01,fulfilled
1391,ENG-500,Supplier B,IL,110,82176,2024-11-13,2024-12-21,2025-01-04,fulfilled
1392,TRN-500,Supplier C,FL,124,47520,2024-11-15,2024-12-18,2025-01-04,fulfilled
1393,HYD-500,Supplier C,NY,117,16632,2024-11-27,2024-12-18,2025-01-15,fulfilled
1394,FAX-500,Supplier D,FL,102,18240,2024-12-01,2024-12-26,2024-12-30,fulfilled
1395,RAX-500,Supplier B,NY,121,25680,2024-11-21,2024-12-19,2024-12-24,fulfilled
1396,CAB-500,Supplier C,NY,116,33264,2024-11-26,2024-12-27,2024-12-31,fulfilled
1397,ECU-500,Supplier A,TX,108,7200,2024-12-03,2024-12-21,2024-12-30,fulfilled
1398,TIR-500,Supplier B,TX,111,12840,2024-12-09,2024-12-23,2024-12-25,fulfilled
1399,PTO-500,Supplier D,IL,125,9120,2024-12-02,2024-12-26,2025-01-29,fulfilled
1400,FUE-500,Supplier E,CA,106,5587.2,2024-12-09,2024-12-25,2025-01-11,fulfilled
1401,ENG-100,Supplier A,TX,119,4480,2024-12-19,2025-01-23,2025-02-04,fulfilled
1402,TRN-100,Supplier B,IL,114,2996,2024-12-22,2025-01-21,2025-01-25,fulfilled
1403,HYD-100,Supplier C,TX,113,970.2,2025-01-04,2025-01-25,2025-02-08,fulfilled
1404,FAX-100,Supplier D,CA,119,1064,2025-01-02,2025-01-27,2025-02-13,fulfilled
1405,RAX-100,Supplier B,FL,132,1498,2024-12-29,2025-01-26,2025-02-11,fulfilled
1406,CAB-100,Supplier E,NY,114,1901.2,2024-12-20,2025-01-17,2025-02-06,fulfilled
1407,ECU-100,Supplier E,TX,126,407.4,2024-12-25,2025-01-18,2025-01-26,fulfilled
1408,TIR-100,Supplier D,NY,111,665,2025-01-04,2025-01-21,2025-02-04,fulfilled
1409,PTO-100,Supplier D,NY,127,532,2025-01-02,2025-01-26,2025-02-13,fulfilled
1410,FUE-100,Supplier E,TX,125,325.92,2025-01-04,2025-01-20,2025-01-27,fulfilled
1411,ENG-200,Supplier A,NY,92,9280,2024-12-22,2025-01-26,2025-02-23,fulfilled
1412,TRN-200,Supplier C,NY,80,5742,2024-12-20,2025-01-22,2025-01-29,fulfilled
1413,HYD-200,Supplier C,TX,87,2009.7,2025-01-05,2025-01-26,2025-01-29,fulfilled
1414,FAX-200,Supplier A,CA,82,2320,2024-12-23,2025-01-20,2025-01-21,fulfilled
1415,RAX-200,Supplier B,FL,86,3103,2024-12-27,2025-01-24,2025-01-25,fulfilled
1416,CAB-200,Supplier E,FL,94,3938.2,2024-12-28,2025-01-25,2025-02-09,fulfilled
1417,ECU-200,Supplier E,FL,89,843.9,2024-12-29,2025-01-22,2025-02-08,fulfilled
1418,TIR-200,Supplier D,IL,89,1377.5,2025-01-05,2025-01-22,2025-02-03,fulfilled
1419,PTO-200,Supplier D,TX,83,1102,2024-12-26,2025-01-19,2025-02-24,fulfilled
1420,FUE-200,Supplier A,FL,78,696,2025-01-07,2025-01-26,2025-02-05,fulfilled
1421,ENG-300,Supplier A,TX,102,23200,2024-12-22,2025-01-26,2025-02-09,fulfilled
1422,TRN-300,Supplier C,IL,98,14355,2024-12-25,2025-01-27,2025-02-23,fulfilled
1423,HYD-300,Supplier C,IL,94,5024.25,2024-12-28,2025-01-18,2025-02-13,fulfilled
1424,FAX-300,Supplier A,CA,98,5800,2024-12-26,2025-01-23,2025-02-19,fulfilled
1425,RAX-300,Supplier D,CA,93,6887.5,2024-12-29,2025-01-23,2025-02-19,fulfilled
1426,CAB-300,Supplier E,IL,110,9845.5,2024-12-30,2025-01-27,2025-02-13,fulfilled
1427,ECU-300,Supplier A,CA,108,2175,2024-12-30,2025-01-17,2025-01-21,fulfilled
1428,TIR-300,Supplier D,IL,105,3443.75,2025-01-06,2025-01-23,2025-02-15,fulfilled
1429,PTO-300,Supplier C,CA,112,2871,2025-01-06,2025-01-27,2025-01-31,fulfilled
1430,FUE-300,Supplier E,TX,103,1687.8,2025-01-08,2025-01-24,2025-01-31,fulfilled
1431,ENG-400,Supplier A,CA,127,42400,2024-12-17,2025-01-21,2025-01-24,fulfilled
1432,TRN-400,Supplier B,NY,136,28355,2024-12-28,2025-01-27,2025-01-31,fulfilled
1433,HYD-400,Supplier E,NY,124,8996.75,2024-12-26,2025-01-19,2025-02-03,fulfilled
1434,FAX-400,Supplier A,TX,150,10600,2024-12-24,2025-01-21,2025-02-16,fulfilled
1435,RAX-400,Supplier D,CA,130,12587.5,2024-12-24,2025-01-18,2025-02-09,fulfilled
1436,CAB-400,Supplier C,NY,136,18364.5,2024-12-27,2025-01-27,2025-02-15,fulfilled
1437,ECU-400,Supplier C,CA,142,3935.25,2025-01-03,2025-01-24,2025-01-25,fulfilled
1438,TIR-400,Supplier B,FL,137,7088.75,2025-01-05,2025-01-19,2025-02-04,fulfilled
1439,PTO-400,Supplier D,CA,126,5035,2025-01-01,2025-01-25,2025-02-10,fulfilled
1440,FUE-400,Supplier A,NY,138,3180,2024-12-30,2025-01-18,2025-01-19,fulfilled
1441,ENG-500,Supplier D,IL,80,72960,2024-12-11,2025-01-21,2025-02-05,fulfilled
1442,TRN-500,Supplier B,FL,91,51360,2024-12-28,2025-01-27,2025-02-07,fulfilled
1443,HYD-500,Supplier E,FL,89,16296,2024-12-30,2025-01-23,2025-02-11,fulfilled
1444,FAX-500,Supplier D,NY,87,18240,2024-12-26,2025-01-20,2025-02-23,fulfilled
1445,RAX-500,Supplier B,CA,80,25680,2024-12-21,2025-01-18,2025-01-18,fulfilled
1446,CAB-500,Supplier E,IL,91,32592,2024-12-20,2025-01-17,2025-02-01,fulfilled
1447,ECU-500,Supplier A,IL,92,7200,2024-12-30,2025-01-17,2025-02-11,fulfilled
1448,TIR-500,Supplier B,TX,90,12840,2025-01-04,2025-01-18,2025-02-01,fulfilled
1449,PTO-500,Supplier C,FL,97,9504,2024-12-31,2025-01-21,2025-02-03,fulfilled
1450,FUE-500,Supplier E,IL,85,5587.2,2025-01-06,2025-01-22,2025-01-26,fulfilled
1451,ENG-100,Supplier A,TX,167,4480,2025-01-18,2025-02-22,2025-03-05,fulfilled
1452,TRN-100,Supplier B,NY,147,2996,2025-01-23,2025-02-22,2025-03-10,fulfilled
1453,HYD-100,Supplier E,TX,148,950.6,2025-01-24,2025-02-17,2025-03-15,fulfilled
1454,FAX-100,Supplier A,IL,165,1120,2025-01-21,2025-02-18,2025-03-17,fulfilled
1455,RAX-100,Supplier D,CA,152,1330,2025-01-24,2025-02-18,2025-02-27,fulfilled
1456,CAB-100,Supplier C,NY,164,1940.4,2025-01-15,2025-02-15,2025-03-05,fulfilled
1457,ECU-100,Supplier A,CA,151,420,2025-01-29,2025-02-16,2025-03-13,fulfilled
1458,TIR-100,Supplier B,CA,164,749,2025-02-03,2025-02-17,2025-02-18,fulfilled
1459,PTO-100,Supplier C,IL,168,554.4,2025-01-27,2025-02-17,2025-03-02,fulfilled
1460,FUE-100,Supplier E,FL,167,325.92,2025-02-08,2025-02-24,2025-02-27,fulfilled
1461,ENG-200,Supplier A,CA,183,9280,2025-01-10,2025-02-14,2025-03-12,fulfilled
1462,TRN-200,Supplier B,TX,205,6206,2025-01-19,2025-02-18,2025-02-22,fulfilled
1463,HYD-200,Supplier E,TX,190,1969.1,2025-01-27,2025-02-20,2025-03-12,fulfilled
1464,FAX-200,Supplier A,NY,191,2320,2025-01-21,2025-02-18,2025-03-17,fulfilled
1465,RAX-200,Supplier D,TX,187,2755,2025-01-21,2025-02-15,2025-02-23,fulfilled
1466,CAB-200,Supplier C,IL,186,4019.4,2025-01-20,2025-02-20,2025-02-21,fulfilled
1467,ECU-200,Supplier A,TX,207,870,2025-01-28,2025-02-15,2025-03-14,fulfilled
1468,TIR-200,Supplier B,TX,168,1551.5,2025-02-04,2025-02-18,2025-03-01,fulfilled
1469,PTO-200,Supplier C,CA,177,1148.4,2025-01-26,2025-02-16,2025-02-25,fulfilled
1470,FUE-200,Supplier E,FL,196,675.12,2025-02-01,2025-02-17,2025-02-20,fulfilled
1471,ENG-300,Supplier A,TX,216,23200,2025-01-17,2025-02-21,2025-03-01,fulfilled
1472,TRN-300,Supplier B,FL,212,15515,2025-01-15,2025-02-14,2025-02-28,fulfilled
1473,HYD-300,Supplier C,TX,204,5024.25,2025-01-30,2025-02-20,2025-02-23,fulfilled
1474,FAX-300,Supplier A,NY,210,5800,2025-01-20,2025-02-17,2025-02-24,fulfilled
1475,RAX-300,Supplier D,IL,189,6887.5,2025-01-30,2025-02-24,2025-03-02,fulfilled
1476,CAB-300,Supplier C,IL,215,10048.5,2025-01-24,2025-02-24,2025-03-15,fulfilled
1477,ECU-300,Supplier A,CA,209,2175,2025-01-31,2025-02-18,2025-03-10,fulfilled
1478,TIR-300,Supplier B,TX,227,3878.75,2025-01-31,2025-02-14,2025-02-18,fulfilled
1479,PTO-300,Supplier C,NY,193,2871,2025-01-25,2025-02-15,2025-03-09,fulfilled
1480,FUE-300,Supplier A,IL,209,1740,2025-01-30,2025-02-18,2025-03-08,fulfilled
1481,ENG-400,Supplier B,FL,204,45368,2025-01-12,2025-02-19,2025-02-26,fulfilled
1482,TRN-400,Supplier E,TX,162,25705,2025-01-13,2025-02-18,2025-03-04,fulfilled
1483,HYD-400,Supplier A,FL,176,9275,2025-01-22,2025-02-18,2025-02-21,fulfilled
1484,FAX-400,Supplier A,NY,174,10600,2025-01-24,2025-02-21,2025-03-09,fulfilled
1485,RAX-400,Supplier D,CA,195,12587.5,2025-01-30,2025-02-24,2025-03-09,fulfilled
1486,CAB-400,Supplier C,IL,183,18364.5,2025-01-16,2025-02-16,2025-03-05,fulfilled
1487,ECU-400,Supplier A,FL,178,3975,2025-02-02,2025-02-20,2025-02-28,fulfilled
1488,TIR-400,Supplier D,IL,176,6293.75,2025-01-29,2025-02-15,2025-03-01,fulfilled
1489,PTO-400,Supplier C,CA,181,5247,2025-01-28,2025-02-18,2025-03-04,fulfilled
1490,FUE-400,Supplier E,TX,175,3084.6,2025-02-01,2025-02-17,2025-02-18,fulfilled
1491,ENG-500,Supplier A,NY,159,76800,2025-01-17,2025-02-21,2025-03-09,fulfilled
1492,TRN-500,Supplier C,CA,151,47520,2025-01-13,2025-02-15,2025-03-04,fulfilled
1493,HYD-500,Supplier C,CA,162,16632,2025-01-25,2025-02-15,2025-03-07,fulfilled
1494,FAX-500,Supplier D,TX,156,18240,2025-01-20,2025-02-14,2025-03-04,fulfilled
1495,RAX-500,Supplier B,CA,142,25680,2025-01-24,2025-02-21,2025-02-25,fulfilled
1496,CAB-500,Supplier C,IL,158,33264,2025-01-14,2025-02-14,2025-02-15,fulfilled
1497,ECU-500,Supplier A,CA,150,7200,2025-01-30,2025-02-17,2025-03-06,fulfilled
1498,TIR-500,Supplier B,NY,134,12840,2025-02-06,2025-02-20,2025-02-20,fulfilled
1499,PTO-500,Supplier C,IL,166,9504,2025-01-27,2025-02-17,2025-03-02,fulfilled
1500,FUE-500,Supplier E,TX,145,5587.2,2025-02-06,2025-02-22,2025-02-22,fulfilled
1501,ENG-100,Supplier B,IL,216,4793.6,2025-02-16,2025-03-26,2025-04-03,fulfilled
1502,TRN-100,Supplier B,FL,250,2996,2025-02-16,2025-03-18,2025-03-26,fulfilled
1503,HYD-100,Supplier E,NY,209,950.6,2025-02-25,2025-03-21,2025-03-26,fulfilled
1504,FAX-100,Supplier D,CA,192,1064,2025-02-26,2025-03-23,2025-04-02,fulfilled
1505,RAX-100,Supplier B,CA,240,1498,2025-02-19,2025-03-19,2025-04-02,fulfilled
1506,CAB-100,Supplier E,IL,234,1901.2,2025-02-18,2025-03-18,2025-04-10,fulfilled
1507,ECU-100,Supplier E,FL,202,407.4,2025-02-27,2025-03-23,2025-04-11,fulfilled
1508,TIR-100,Supplier B,CA,213,749,2025-03-04,2025-03-18,2025-03-31,fulfilled
1509,PTO-100,Supplier D,TX,220,532,2025-02-23,2025-03-19,2025-04-02,fulfilled
1510,FUE-100,Supplier A,TX,230,336,2025-03-02,2025-03-21,2025-04-09,fulfilled
1511,ENG-200,Supplier D,IL,190,8816,2025-02-14,2025-03-27,2025-03-28,fulfilled
1512,TRN-200,Supplier E,TX,218,5626,2025-02-17,2025-03-25,2025-04-21,fulfilled
1513,HYD-200,Supplier E,NY,187,1969.1,2025-02-27,2025-03-23,2025-03-29,fulfilled
1514,FAX-200,Supplier D,CA,220,2204,2025-02-27,2025-03-24,2025-04-13,fulfilled
1515,RAX-200,Supplier D,CA,193,2755,2025-02-22,2025-03-19,2025-04-04,fulfilled
1516,CAB-200,Supplier E,IL,227,3938.2,2025-02-27,2025-03-27,2025-03-31,fulfilled
1517,ECU-200,Supplier A,CA,195,870,2025-03-08,2025-03-26,2025-03-28,fulfilled
1518,TIR-200,Supplier D,CA,183,1377.5,2025-03-10,2025-03-27,2025-04-16,fulfilled
1519,PTO-200,Supplier C,FL,202,1148.4,2025-03-06,2025-03-27,2025-04-03,fulfilled
1520,FUE-200,Supplier B,NY,212,744.72,2025-02-23,2025-03-17,2025-03-28,fulfilled
1521,ENG-300,Supplier A,FL,200,23200,2025-02-14,2025-03-21,2025-04-18,fulfilled
1522,TRN-300,Supplier B,IL,178,15515,2025-02-25,2025-03-27,2025-04-06,fulfilled
1523,HYD-300,Supplier C,IL,209,5024.25,2025-02-28,2025-03-21,2025-03-29,fulfilled
1524,FAX-300,Supplier D,CA,217,5510,2025-02-27,2025-03-24,2025-03-27,fulfilled
1525,RAX-300,Supplier B,TX,183,7757.5,2025-02-25,2025-03-25,2025-04-05,fulfilled
1526,CAB-300,Supplier E,FL,202,9845.5,2025-02-18,2025-03-18,2025-03-24,fulfilled
1527,ECU-300,Supplier A,FL,192,2175,2025-03-07,2025-03-25,2025-03-30,fulfilled
